"Concept"
"http://www.openlinksw.com/schemas/virtrdf#QuadMapFormat"
"http://www.openlinksw.com/schemas/virtrdf#QuadStorage"
"http://www.openlinksw.com/schemas/virtrdf#array-of-QuadMapFormat"
"http://www.openlinksw.com/schemas/virtrdf#QuadMap"
"http://www.openlinksw.com/schemas/virtrdf#QuadMapValue"
"http://www.openlinksw.com/schemas/virtrdf#array-of-QuadMapColumn"
"http://www.openlinksw.com/schemas/virtrdf#QuadMapColumn"
"http://www.openlinksw.com/schemas/virtrdf#array-of-QuadMapATable"
"http://www.openlinksw.com/schemas/virtrdf#QuadMapATable"
"http://www.openlinksw.com/schemas/virtrdf#QuadMapFText"
"http://www.openlinksw.com/schemas/virtrdf#array-of-string"
"http://www.openlinksw.com/schemas/virtrdf#array-of-QuadMap"
"http://www.w3.org/1999/02/22-rdf-syntax-ns#Property"
"http://www.w3.org/2002/07/owl#Class"
"http://www.w3.org/2002/07/owl#Ontology"
"http://www.w3.org/2000/01/rdf-schema#Class"
"http://www.w3.org/2002/07/owl#OntologyProperty"
"http://www.w3.org/2002/07/owl#AnnotationProperty"
"http://www.w3.org/2002/07/owl#Restriction"
"http://www.w3.org/2002/07/owl#ObjectProperty"
"http://www.w3.org/2002/07/owl#DatatypeProperty"
"http://opendata.caceres.es/def/ontomunicipio#FuentePublica"
"http://schema.org/PoliceStation"
"http://opendata.caceres.es/def/ontomunicipio#AreaPotencialSolar"
"http://opendata.caceres.es/def/ontomunicipio#SalonJuego"
"http://www.w3.org/ns/sparql-service-description#Service"
"http://opendata.caceres.es/def/ontomunicipio#ActividadDeportiva"
"http://schema.org/OpeningHoursSpecification"
"http://schema.org/PostalAddress"
"http://www.w3.org/ns/prov#Activity"
"http://purl.org/NET/c4dm/event.owl#Event"
"http://www.w3.org/2006/time#Interval"
"http://opendata.caceres.es/def/ontomunicipio#Evento"
"http://schema.org/Event"
"http://schema.org/ExhibitionEvent"
"http://schema.org/Festival"
"http://schema.org/LiteraryEvent"
"http://schema.org/MusicEvent"
"http://schema.org/SportEvent"
"http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing"
"http://dbpedia.org/ontology/Plant"
"http://opendata.caceres.es/def/ontomunicipio#Arbol"
"http://www.w3.org/2003/01/geo/wgs84_pos#Feature"
"http://opendata.caceres.es/def/ontomunicipio#InstalacionDeportiva"
"http://opendata.caceres.es/def/ontomunicipio#CentroDeDia"
"http://opendata.caceres.es/def/ontomunicipio#BuzonCorreos"
"http://opendata.caceres.es/def/ontomunicipio#Tanatorio"
"http://opendata.caceres.es/def/ontomunicipio#Cementerio"
"http://opendata.caceres.es/def/ontomunicipio#OficinaCorreos"
"http://opendata.caceres.es/recurso/demografia/padron/2018#padron"
"http://opendata.caceres.es/def/ontomunicipio#CajeroAutomatico"
"http://schema.org/AutomatedTeller"
"http://opendata.caceres.es/def/ontomunicipio#Linea"
"http://opendata.caceres.es/def/ontomunicipio#Cine"
"http://schema.org/MovieTheater"
"http://opendata.caceres.es/def/ontomunicipio#Contenedor"
"http://opendata.caceres.es/def/ontomunicipio#Desfibrilador"
"http://opendata.caceres.es/def/ontomunicipio#HogarMayores"
"http://opendata.caceres.es/def/ontomunicipio#Ludoteca"
"http://schema.org/place"
"http://opendata.caceres.es/def/ontomunicipio#MedicionRuido"
"http://opendata.caceres.es/def/ontomunicipio#Monumento"
"http://schema.org/TouristAttraction"
"http://opendata.caceres.es/def/ontomunicipio#Teatro"
"http://dbpedia.org/ontology/Theatre"
"http://opendata.caceres.es/def/ontomunicipio#Via"
"http://opendata.caceres.es/def/ontomunicipio#AparcamientoCiudadMonumental"
"http://opendata.caceres.es/recurso/data/salud/desfibriladores/Desfibrilador#Desfibrilador"
"http://opendata.caceres.es/def/ontomunicipio#AsociacionVecinos"
"http://schema.org/Place"
"http://opendata.caceres.es/def/ontomunicipio#BarCopas"
"http://schema.org/BarOrPub"
"http://opendata.caceres.es/def/ontomunicipio#Barrio"
"http://opendata.caceres.es/def/ontomunicipio#Poligono"
"http://schema.org/GeoShape"
"http://www.w3.org/2003/01/geo/wgs84_pos#Point"
"http://opendata.caceres.es/def/ontomunicipio#CentroExposiciones"
"http://opendata.caceres.es/def/ontomunicipio#CentroReligioso"
"http://schema.org/PlaceOfWorship"
"http://opendata.caceres.es/def/ontomunicipio#Distrito"
"http://opendata.caceres.es/def/ontomunicipio#EjecucionCapituloPresupuestoEntidadLocalGasto"
"http://opendata.caceres.es/def/ontomunicipio#EjecucionPresupuestoEntidadLocal"
"http://opendata.caceres.es/def/ontomunicipio#EjecucionCapituloPresupuestoEntidadLocalIngreso"
"http://www.w3.org/ns/org#Organization"
"http://purl.org/procurement/public-contracts#Tender"
"http://contsem.unizar.es/def/sector-publico/pproc#AceptedTender"
"http://contsem.unizar.es/def/sector-publico/pproc#AwardedTender"
"http://contsem.unizar.es/def/sector-publico/pproc#BundlePriceSpecification"
"http://contsem.unizar.es/def/sector-publico/pproc#ContractEconomicConditions"
"http://contsem.unizar.es/def/sector-publico/pproc#ContractObject"
"http://contsem.unizar.es/def/sector-publico/pproc#ContractProcedureSpecifications"
"http://contsem.unizar.es/def/sector-publico/pproc#ExcludedTender"
"http://contsem.unizar.es/def/sector-publico/pproc#FormalizedTender"
"http://contsem.unizar.es/def/sector-publico/pproc#ServicesContract"
"http://contsem.unizar.es/def/sector-publico/pproc#SuppliesContract"
"http://contsem.unizar.es/def/sector-publico/pproc#WorksContract"
"http://opendata.caceres.es/def/ontomunicipio#SubProgramaPresupuestoEntidadLocal"
"http://opendata.caceres.es/recurso/turismo/visitantes#Origen"
"http://vocab.gtfs.org/terms#CalendarDateRule"
"http://vocab.gtfs.org/terms#CalendarRule"
